API_version,element_type,element_name,element_type_change_type,changed_element_type,changed_element_name,changed_element_modification_type
18,Constructor,"BitmapDrawable (Resources)",Deprecated
18,Constructor,"EasyEditSpan (PendingIntent)",Additions
18,Constructor,"EasyEditSpan (Parcel)",Additions
18,Constructor,"FieldPacker (byte[])",Additions
18,Constructor,"MockContentResolver (Context)",Additions
17,Constructor,"WebView (Context, AttributeSet, int, boolean)",Deprecated
17,Constructor,"InputMethodSubtype (int, int, String, String, String, boolean, boolean, int)",Additions
17,Constructor,"ResolveInfo (ResolveInfo)",Additions
16,Constructor,"DrmStore ()",Deprecated
16,Constructor,"DrmStore.Action ()",Deprecated
16,Constructor,"DrmStore.DrmObjectType ()",Deprecated
16,Constructor,"DrmStore.Playback ()",Deprecated
16,Constructor,"DrmStore.RightsStatus ()",Deprecated
16,Constructor,"Mesh.AllocationBuilder (RenderScript)",Deprecated
16,Constructor,"Mesh.Builder (RenderScript, int)",Deprecated
16,Constructor,"Mesh.TriangleMeshBuilder (RenderScript, int, int)",Deprecated
16,Constructor,"NdefRecord (byte[])",Deprecated
16,Constructor,"ProgramFragment.Builder (RenderScript)",Deprecated
16,Constructor,"ProgramFragmentFixedFunction.Builder (RenderScript)",Deprecated
16,Constructor,"ProgramRaster.Builder (RenderScript)",Deprecated
16,Constructor,"ProgramVertex.Builder (RenderScript)",Deprecated
16,Constructor,"ProgramVertexFixedFunction.Builder (RenderScript)",Deprecated
16,Constructor,"ProgramVertexFixedFunction.Constants (RenderScript)",Deprecated
16,Constructor,"RenderScriptGL (Context, SurfaceConfig)",Deprecated
16,Constructor,"RenderScriptGL.SurfaceConfig ()",Deprecated
16,Constructor,"RenderScriptGL.SurfaceConfig (SurfaceConfig)",Deprecated
16,Constructor,"RSSurfaceView (Context)",Deprecated
16,Constructor,"RSSurfaceView (Context, AttributeSet)",Deprecated
16,Constructor,"RSTextureView (Context)",Deprecated
16,Constructor,"RSTextureView (Context, AttributeSet)",Deprecated
16,Constructor,"ClipData (ClipData)",Additions
16,Constructor,"ClipData.Item (CharSequence, String)",Additions
16,Constructor,"ClipData.Item (CharSequence, String, Intent, Uri)",Additions
16,Constructor,"FormatException (String, Throwable)",Additions
16,Constructor,"NdefMessage (NdefRecord, )",Additions
16,Constructor,"RemoteViews (RemoteViews, RemoteViews)",Additions
16,Constructor,"SQLException (String, Throwable)",Additions
16,Constructor,"SQLiteException (String, Throwable)",Additions
16,Constructor,"TestSuite (Class<TestCase>, String)",Additions
16,Constructor,"TestSuite (Class<TestCase>, String)",Additions
16,Constructor,"TestSuite (Class<?>)",Additions
16,Constructor,"TestSuite (Class<?>)",Additions
16,Constructor,"GeolocationPermissions ()",Removals
16,Constructor,"TestSuite (Class)",Removals
16,Constructor,"TestSuite (Class, String)",Removals
16,Constructor,"WebStorage ()",Removals
15,Constructor,"CursorWindow (boolean)",Deprecated
15,Constructor,"CursorWindow (String)",Additions
15,Constructor,"RemoteException (String)",Additions
14,Constructor,"SslError (int, SslCertificate)",Deprecated
14,Constructor,"SslError (int, X509Certificate)",Deprecated
14,Constructor,"AdapterViewAnimator (Context, AttributeSet, int)",Additions
14,Constructor,"Byte2 (byte, byte)",Additions
14,Constructor,"Byte3 (byte, byte, byte)",Additions
14,Constructor,"Byte4 (byte, byte, byte, byte)",Additions
14,Constructor,"InputMethodSubtype (int, int, String, String, String, boolean, boolean)",Additions
14,Constructor,"Int2 (int, int)",Additions
14,Constructor,"Int3 (int, int, int)",Additions
14,Constructor,"Int4 (int, int, int, int)",Additions
14,Constructor,"Long2 (long, long)",Additions
14,Constructor,"Long3 (long, long, long)",Additions
14,Constructor,"Long4 (long, long, long, long)",Additions
14,Constructor,"Short2 (short, short)",Additions
14,Constructor,"Short3 (short, short, short)",Additions
14,Constructor,"Short4 (short, short, short, short)",Additions
