API_version,element_type,element_name,element_type_change_type,changed_element_type,changed_element_name,changed_element_modification_type
24,Constructor,"EventListenerProxy (T)",Changes
24,Constructor,"Notification.BigPictureStyle (Builder)",Changes
24,Constructor,"Notification.BigTextStyle (Builder)",Changes
24,Constructor,"Notification.InboxStyle (Builder)",Changes
24,Constructor,"Notification.MediaStyle (Builder)",Changes
24,Constructor,"SpellCheckerSubtype (int, String, String)",Changes
24,Constructor,"AbsSavedState (Parcel, ClassLoader)",Additions
24,Constructor,"AutoCompleteTextView (Context, AttributeSet, int, int, Theme)",Additions
24,Constructor,"CertPathValidatorException (String, Throwable, CertPath, int, Reason)",Additions
24,Constructor,"DatePickerDialog (Context)",Additions
24,Constructor,"DatePickerDialog (Context, int)",Additions
24,Constructor,"Error (String, Throwable, boolean, boolean)",Additions
24,Constructor,"Exception (String, Throwable, boolean, boolean)",Additions
24,Constructor,"ExifInterface (FileDescriptor)",Additions
24,Constructor,"ExifInterface (InputStream)",Additions
24,Constructor,"InternalError (String, Throwable)",Additions
24,Constructor,"InternalError (Throwable)",Additions
24,Constructor,"LocaleSpan (LocaleList)",Additions
24,Constructor,"NotificationManager.Policy (int, int, int, int)",Additions
24,Constructor,"PriorityQueue (Comparator<? super E>)",Additions
24,Constructor,"Resources.NotFoundException (String, Exception)",Additions
24,Constructor,"RuntimeException (String, Throwable, boolean, boolean)",Additions
24,Constructor,"View.BaseSavedState (Parcel, ClassLoader)",Additions
24,Constructor,"VirtualMachineError (String, Throwable)",Additions
24,Constructor,"VirtualMachineError (Throwable)",Additions
24,Constructor,"ZipFile (File, int, Charset)",Additions
24,Constructor,"ZipFile (File, Charset)",Additions
24,Constructor,"ZipFile (String, Charset)",Additions
24,Constructor,"ZipInputStream (InputStream, Charset)",Additions
24,Constructor,"ZipOutputStream (OutputStream, Charset)",Additions
23,Constructor,"Notification.Action (int, CharSequence, PendingIntent)",Changes
23,Constructor,"Notification.Action.Builder (int, CharSequence, PendingIntent)",Changes
23,Constructor,"ArrayMap (ArrayMap<K, V>)",Additions
23,Constructor,"ContextThemeWrapper (Context, Theme)",Additions
23,Constructor,"DeadObjectException (String)",Additions
