25,Constructor,"Resources (AssetManager, DisplayMetrics, Configuration)",Deprecated,,,
24,Constructor,EventListenerProxy (T),Changes,Type,FromEventListener to T.,Change
24,Constructor,Notification.BigPictureStyle (Builder),Deprecated,,,
24,Constructor,Notification.BigTextStyle (Builder),Deprecated,,,
24,Constructor,Notification.InboxStyle (Builder),Deprecated,,,
24,Constructor,Notification.MediaStyle (Builder),Deprecated,,,
24,Constructor,"SpellCheckerSubtype (int, String, String)",Deprecated,,,
24,Constructor,"AbsSavedState (Parcel, ClassLoader)",Additions,,,
24,Constructor,"AutoCompleteTextView (Context, AttributeSet, int, int, Theme)",Additions,,,
24,Constructor,"CertPathValidatorException (String, Throwable, CertPath, int, Reason)",Additions,,,
24,Constructor,DatePickerDialog (Context),Additions,,,
24,Constructor,"DatePickerDialog (Context, int)",Additions,,,
24,Constructor,"Error (String, Throwable, boolean, boolean)",Additions,,,
24,Constructor,"Exception (String, Throwable, boolean, boolean)",Additions,,,
24,Constructor,ExifInterface (FileDescriptor),Additions,,,
24,Constructor,ExifInterface (InputStream),Additions,,,
24,Constructor,"InternalError (String, Throwable)",Additions,,,
24,Constructor,InternalError (Throwable),Additions,,,
24,Constructor,LocaleSpan (LocaleList),Additions,,,
24,Constructor,"NotificationManager.Policy (int, int, int, int)",Additions,,,
24,Constructor,PriorityQueue (Comparator<? super E>),Additions,,,
24,Constructor,"Resources.NotFoundException (String, Exception)",Additions,,,
24,Constructor,"RuntimeException (String, Throwable, boolean, boolean)",Additions,,,
24,Constructor,"View.BaseSavedState (Parcel, ClassLoader)",Additions,,,
24,Constructor,"VirtualMachineError (String, Throwable)",Additions,,,
24,Constructor,VirtualMachineError (Throwable),Additions,,,
24,Constructor,"ZipFile (File, int, Charset)",Additions,,,
24,Constructor,"ZipFile (File, Charset)",Additions,,,
24,Constructor,"ZipFile (String, Charset)",Additions,,,
24,Constructor,"ZipInputStream (InputStream, Charset)",Additions,,,
24,Constructor,"ZipOutputStream (OutputStream, Charset)",Additions,,,
23,Constructor,"Notification.Action (int, CharSequence, PendingIntent)",Deprecated,,,
23,Constructor,"Notification.Action.Builder (int, CharSequence, PendingIntent)",Deprecated,,,
23,Constructor,"ArrayMap (ArrayMap<K, V>)",Additions,,,
23,Constructor,"ContextThemeWrapper (Context, Theme)",Additions,,,
23,Constructor,DeadObjectException (String),Additions,,,
23,Constructor,"Notification.Action.Builder (Icon, CharSequence, PendingIntent)",Additions,,,
23,Constructor,"Spinner (Context, AttributeSet, int, int, int, Theme)",Additions,,,
23,Constructor,TransactionTooLargeException (String),Additions,,,
23,Constructor,ArrayMap (ArrayMap),Removals,,,
23,Constructor,BatteryManager (),Removals,,,
23,Constructor,RecoverySystem (),Removals,,,
22,Constructor,CookieManager (),Additions,,,
22,Constructor,"PopupMenu (Context, View, int, int, int)",Additions,,,
22,Constructor,WebBackForwardList (),Additions,,,
22,Constructor,WebHistoryItem (),Additions,,,
22,Constructor,WebIconDatabase (),Additions,,,
22,Constructor,WebSettings (),Additions,,,
22,Constructor,WebViewDatabase (),Additions,,,
21,Constructor,EGLObjectHandle (int),Deprecated,,,
21,Constructor,"Scene (ViewGroup, ViewGroup)",Deprecated,,,
21,Constructor,"SoundPool (int, int, int)",Deprecated,,,
21,Constructor,"AbsListView (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"AbsoluteLayout (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"AbsSeekBar (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"AbsSpinner (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"AdapterView (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"AdapterViewAnimator (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"AdapterViewFlipper (Context, AttributeSet, int)",Additions,,,
21,Constructor,"AdapterViewFlipper (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"AnalogClock (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"AudioTrack (AudioAttributes, AudioFormat, int, int, int)",Additions,,,
21,Constructor,"AutoCompleteTextView (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"AutoTransition (Context, AttributeSet)",Additions,,,
21,Constructor,Bundle (PersistableBundle),Additions,,,
21,Constructor,"Button (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"CalendarView (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"ChangeBounds (Context, AttributeSet)",Additions,,,
21,Constructor,"CheckBox (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"CheckBoxPreference (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"CheckedTextView (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"Chronometer (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"CompoundButton (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"DatePicker (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,DialogPreference (Context),Additions,,,
21,Constructor,"DialogPreference (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"EditText (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"EditTextPreference (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,EGLObjectHandle (long),Additions,,,
21,Constructor,"ExpandableListView (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"ExtractEditText (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"Fade (Context, AttributeSet)",Additions,,,
21,Constructor,"FrameLayout (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"Gallery (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"GestureOverlayView (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"GridLayout (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"GridView (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"HorizontalScrollView (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"ImageButton (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"ImageView (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"KeyboardView (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"LinearLayout (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"ListPreference (Context, AttributeSet, int)",Additions,,,
21,Constructor,"ListPreference (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"ListView (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,MediaCodecList (int),Additions,,,
21,Constructor,"MediaRouteButton (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"MultiAutoCompleteTextView (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"MultiSelectListPreference (Context, AttributeSet, int)",Additions,,,
21,Constructor,"MultiSelectListPreference (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"NumberPicker (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,PhoneNumberFormattingTextWatcher (String),Additions,,,
21,Constructor,"Preference (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"PreferenceCategory (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"PreferenceGroup (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"ProgressBar (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"QuickContactBadge (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"RadioButton (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"RatingBar (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,RectEvaluator (Rect),Additions,,,
21,Constructor,"RelativeLayout (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"RestrictionEntry (int, String)",Additions,,,
21,Constructor,"RestrictionEntry (String, int)",Additions,,,
21,Constructor,"RingtonePreference (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"Scene (ViewGroup, View)",Additions,,,
21,Constructor,"ScriptC (RenderScript, String, byte[], byte[])",Additions,,,
21,Constructor,"ScriptC (long, RenderScript)",Additions,,,
21,Constructor,"ScrollView (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"SearchView (Context, AttributeSet, int)",Additions,,,
21,Constructor,"SearchView (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"SeekBar (Context, AttributeSet, int, int)",Additions,,,
21,Constructor,"SlidingDrawer (Context, AttributeSet, int, int)",Additions,,,
